Id,SalePrice
1461,189380.23742980152
1462,189380.23742980152
1463,189380.23742980152
1464,189380.23742980152
1465,189380.23742980152
1466,189380.23742980152
1467,189380.23742980152
1468,189380.23742980152
1469,189380.23742980152
1470,189380.23742980152
1471,189380.23742980152
1472,189380.23742980152
1473,189380.23742980152
1474,189380.23742980152
1475,189380.23742980152
1476,189380.23742980152
1477,189380.23742980152
1478,189380.23742980152
1479,189380.23742980152
1480,189380.23742980152
1481,189380.23742980152
1482,189380.23742980152
1483,189380.23742980152
1484,189380.23742980152
1485,189380.23742980152
1486,189380.23742980152
1487,189380.23742980152
1488,189380.23742980152
1489,189380.23742980152
1490,189380.23742980152
1491,189380.23742980152
1492,189380.23742980152
1493,189380.23742980152
1494,189380.23742980152
1495,189380.23742980152
1496,189380.23742980152
1497,189380.23742980152
1498,189380.23742980152
1499,189380.23742980152
1500,189380.23742980152
1501,189380.23742980152
1502,189380.23742980152
1503,189380.23742980152
1504,189380.23742980152
1505,189380.23742980152
1506,189380.23742980152
1507,189380.23742980152
1508,189380.23742980152
1509,189380.23742980152
1510,189380.23742980152
1511,189380.23742980152
1512,189380.23742980152
1513,189380.23742980152
1514,189380.23742980152
1515,189380.23742980152
1516,189380.23742980152
1517,189380.23742980152
1518,189380.23742980152
1519,189380.23742980152
1520,189380.23742980152
1521,189380.23742980152
1522,189380.23742980152
1523,189380.23742980152
1524,189380.23742980152
1525,189380.23742980152
1526,189380.23742980152
1527,189380.23742980152
1528,189380.23742980152
1529,189380.23742980152
1530,189380.23742980152
1531,189380.23742980152
1532,189380.23742980152
1533,189380.23742980152
1534,189380.23742980152
1535,189380.23742980152
1536,189380.23742980152
1537,189380.23742980152
1538,189380.23742980152
1539,189380.23742980152
1540,189380.23742980152
1541,189380.23742980152
1542,189380.23742980152
1543,189380.23742980152
1544,189380.23742980152
1545,189380.23742980152
1546,189380.23742980152
1547,189380.23742980152
1548,189380.23742980152
1549,189380.23742980152
1550,189380.23742980152
1551,189380.23742980152
1552,189380.23742980152
1553,189380.23742980152
1554,189380.23742980152
1555,189380.23742980152
1556,189380.23742980152
1557,189380.23742980152
1558,189380.23742980152
1559,189380.23742980152
1560,189380.23742980152
1561,189380.23742980152
1562,189380.23742980152
1563,189380.23742980152
1564,189380.23742980152
1565,189380.23742980152
1566,189380.23742980152
1567,189380.23742980152
1568,189380.23742980152
1569,189380.23742980152
1570,189380.23742980152
1571,189380.23742980152
1572,189380.23742980152
1573,189380.23742980152
1574,189380.23742980152
1575,189380.23742980152
1576,189380.23742980152
1577,189380.23742980152
1578,189380.23742980152
1579,189380.23742980152
1580,189380.23742980152
1581,189380.23742980152
1582,189380.23742980152
1583,189380.23742980152
1584,189380.23742980152
1585,189380.23742980152
1586,189380.23742980152
1587,189380.23742980152
1588,189380.23742980152
1589,189380.23742980152
1590,189380.23742980152
1591,189380.23742980152
1592,189380.23742980152
1593,189380.23742980152
1594,189380.23742980152
1595,189380.23742980152
1596,189380.23742980152
1597,189380.23742980152
1598,189380.23742980152
1599,189380.23742980152
1600,189380.23742980152
1601,189380.23742980152
1602,189380.23742980152
1603,189380.23742980152
1604,189380.23742980152
1605,189380.23742980152
1606,189380.23742980152
1607,189380.23742980152
1608,189380.23742980152
1609,189380.23742980152
1610,189380.23742980152
1611,189380.23742980152
1612,189380.23742980152
1613,189380.23742980152
1614,189380.23742980152
1615,189380.23742980152
1616,189380.23742980152
1617,189380.23742980152
1618,189380.23742980152
1619,189380.23742980152
1620,189380.23742980152
1621,189380.23742980152
1622,189380.23742980152
1623,189380.23742980152
1624,189380.23742980152
1625,189380.23742980152
1626,189380.23742980152
1627,189380.23742980152
1628,189380.23742980152
1629,189380.23742980152
1630,189380.23742980152
1631,189380.23742980152
1632,189380.23742980152
1633,189380.23742980152
1634,189380.23742980152
1635,189380.23742980152
1636,189380.23742980152
1637,189380.23742980152
1638,189380.23742980152
1639,189380.23742980152
1640,189380.23742980152
1641,189380.23742980152
1642,189380.23742980152
1643,189380.23742980152
1644,189380.23742980152
1645,189380.23742980152
1646,189380.23742980152
1647,189380.23742980152
1648,189380.23742980152
1649,189380.23742980152
1650,189380.23742980152
1651,189380.23742980152
1652,189380.23742980152
1653,189380.23742980152
1654,189380.23742980152
1655,189380.23742980152
1656,189380.23742980152
1657,189380.23742980152
1658,189380.23742980152
1659,189380.23742980152
1660,189380.23742980152
1661,189380.23742980152
1662,189380.23742980152
1663,189380.23742980152
1664,189380.23742980152
1665,189380.23742980152
1666,189380.23742980152
1667,189380.23742980152
1668,189380.23742980152
1669,189380.23742980152
1670,189380.23742980152
1671,189380.23742980152
1672,189380.23742980152
1673,189380.23742980152
1674,189380.23742980152
1675,189380.23742980152
1676,189380.23742980152
1677,189380.23742980152
1678,189380.23742980152
1679,189380.23742980152
1680,189380.23742980152
1681,189380.23742980152
1682,189380.23742980152
1683,189380.23742980152
1684,189380.23742980152
1685,189380.23742980152
1686,189380.23742980152
1687,189380.23742980152
1688,189380.23742980152
1689,189380.23742980152
1690,189380.23742980152
1691,189380.23742980152
1692,189380.23742980152
1693,189380.23742980152
1694,189380.23742980152
1695,189380.23742980152
1696,189380.23742980152
1697,189380.23742980152
1698,189380.23742980152
1699,189380.23742980152
1700,189380.23742980152
1701,189380.23742980152
1702,189380.23742980152
1703,189380.23742980152
1704,189380.23742980152
1705,189380.23742980152
1706,189380.23742980152
1707,189380.23742980152
1708,189380.23742980152
1709,189380.23742980152
1710,189380.23742980152
1711,189380.23742980152
1712,189380.23742980152
1713,189380.23742980152
1714,189380.23742980152
1715,189380.23742980152
1716,189380.23742980152
1717,189380.23742980152
1718,189380.23742980152
1719,189380.23742980152
1720,189380.23742980152
1721,189380.23742980152
1722,189380.23742980152
1723,189380.23742980152
1724,189380.23742980152
1725,189380.23742980152
1726,189380.23742980152
1727,189380.23742980152
1728,189380.23742980152
1729,189380.23742980152
1730,189380.23742980152
1731,189380.23742980152
1732,189380.23742980152
1733,189380.23742980152
1734,189380.23742980152
1735,189380.23742980152
1736,189380.23742980152
1737,189380.23742980152
1738,189380.23742980152
1739,189380.23742980152
1740,189380.23742980152
1741,189380.23742980152
1742,189380.23742980152
1743,189380.23742980152
1744,189380.23742980152
1745,189380.23742980152
1746,189380.23742980152
1747,189380.23742980152
1748,189380.23742980152
1749,189380.23742980152
1750,189380.23742980152
1751,189380.23742980152
1752,189380.23742980152
1753,189380.23742980152
1754,189380.23742980152
1755,189380.23742980152
1756,189380.23742980152
1757,189380.23742980152
1758,189380.23742980152
1759,189380.23742980152
1760,189380.23742980152
1761,189380.23742980152
1762,189380.23742980152
1763,189380.23742980152
1764,189380.23742980152
1765,189380.23742980152
1766,189380.23742980152
1767,189380.23742980152
1768,189380.23742980152
1769,189380.23742980152
1770,189380.23742980152
1771,189380.23742980152
1772,189380.23742980152
1773,189380.23742980152
1774,189380.23742980152
1775,189380.23742980152
1776,189380.23742980152
1777,189380.23742980152
1778,189380.23742980152
1779,189380.23742980152
1780,189380.23742980152
1781,189380.23742980152
1782,189380.23742980152
1783,189380.23742980152
1784,189380.23742980152
1785,189380.23742980152
1786,189380.23742980152
1787,189380.23742980152
1788,189380.23742980152
1789,189380.23742980152
1790,189380.23742980152
1791,189380.23742980152
1792,189380.23742980152
1793,189380.23742980152
1794,189380.23742980152
1795,189380.23742980152
1796,189380.23742980152
1797,189380.23742980152
1798,189380.23742980152
1799,189380.23742980152
1800,189380.23742980152
1801,189380.23742980152
1802,189380.23742980152
1803,189380.23742980152
1804,189380.23742980152
1805,189380.23742980152
1806,189380.23742980152
1807,189380.23742980152
1808,189380.23742980152
1809,189380.23742980152
1810,189380.23742980152
1811,189380.23742980152
1812,189380.23742980152
1813,189380.23742980152
1814,189380.23742980152
1815,189380.23742980152
1816,189380.23742980152
1817,189380.23742980152
1818,189380.23742980152
1819,189380.23742980152
1820,189380.23742980152
1821,189380.23742980152
1822,189380.23742980152
1823,189380.23742980152
1824,189380.23742980152
1825,189380.23742980152
1826,189380.23742980152
1827,189380.23742980152
1828,189380.23742980152
1829,189380.23742980152
1830,189380.23742980152
1831,189380.23742980152
1832,189380.23742980152
1833,189380.23742980152
1834,189380.23742980152
1835,189380.23742980152
1836,189380.23742980152
1837,189380.23742980152
1838,189380.23742980152
1839,189380.23742980152
1840,189380.23742980152
1841,189380.23742980152
1842,189380.23742980152
1843,189380.23742980152
1844,189380.23742980152
1845,189380.23742980152
1846,189380.23742980152
1847,189380.23742980152
1848,189380.23742980152
1849,189380.23742980152
1850,189380.23742980152
1851,189380.23742980152
1852,189380.23742980152
1853,189380.23742980152
1854,189380.23742980152
1855,189380.23742980152
1856,189380.23742980152
1857,189380.23742980152
1858,189380.23742980152
1859,189380.23742980152
1860,189380.23742980152
1861,189380.23742980152
1862,189380.23742980152
1863,189380.23742980152
1864,189380.23742980152
1865,189380.23742980152
1866,189380.23742980152
1867,189380.23742980152
1868,189380.23742980152
1869,189380.23742980152
1870,189380.23742980152
1871,189380.23742980152
1872,189380.23742980152
1873,189380.23742980152
1874,189380.23742980152
1875,189380.23742980152
1876,189380.23742980152
1877,189380.23742980152
1878,189380.23742980152
1879,189380.23742980152
1880,189380.23742980152
1881,189380.23742980152
1882,189380.23742980152
1883,189380.23742980152
1884,189380.23742980152
1885,189380.23742980152
1886,189380.23742980152
1887,189380.23742980152
1888,189380.23742980152
1889,189380.23742980152
1890,189380.23742980152
1891,189380.23742980152
1892,189380.23742980152
1893,189380.23742980152
1894,189380.23742980152
1895,189380.23742980152
1896,189380.23742980152
1897,189380.23742980152
1898,189380.23742980152
1899,189380.23742980152
1900,189380.23742980152
1901,189380.23742980152
1902,189380.23742980152
1903,189380.23742980152
1904,189380.23742980152
1905,189380.23742980152
1906,189380.23742980152
1907,189380.23742980152
1908,189380.23742980152
1909,189380.23742980152
1910,189380.23742980152
1911,189380.23742980152
1912,189380.23742980152
1913,189380.23742980152
1914,189380.23742980152
1915,189380.23742980152
1916,189380.23742980152
1917,189380.23742980152
1918,189380.23742980152
1919,189380.23742980152
1920,189380.23742980152
1921,189380.23742980152
1922,189380.23742980152
1923,189380.23742980152
1924,189380.23742980152
1925,189380.23742980152
1926,189380.23742980152
1927,189380.23742980152
1928,189380.23742980152
1929,189380.23742980152
1930,189380.23742980152
1931,189380.23742980152
1932,189380.23742980152
1933,189380.23742980152
1934,189380.23742980152
1935,189380.23742980152
1936,189380.23742980152
1937,189380.23742980152
1938,189380.23742980152
1939,189380.23742980152
1940,189380.23742980152
1941,189380.23742980152
1942,189380.23742980152
1943,189380.23742980152
1944,189380.23742980152
1945,189380.23742980152
1946,189380.23742980152
1947,189380.23742980152
1948,189380.23742980152
1949,189380.23742980152
1950,189380.23742980152
1951,189380.23742980152
1952,189380.23742980152
1953,189380.23742980152
1954,189380.23742980152
1955,189380.23742980152
1956,189380.23742980152
1957,189380.23742980152
1958,189380.23742980152
1959,189380.23742980152
1960,189380.23742980152
1961,189380.23742980152
1962,189380.23742980152
1963,189380.23742980152
1964,189380.23742980152
1965,189380.23742980152
1966,189380.23742980152
1967,189380.23742980152
1968,189380.23742980152
1969,189380.23742980152
1970,189380.23742980152
1971,189380.23742980152
1972,189380.23742980152
1973,189380.23742980152
